
사업자_기본정보(주유소)

기준 : 일간(20170202) 영업중인 업체
고유번호,지역,상호,상표,주소,전화번호,셀프여부
A0017550,전북 군산시,서광주유소,GS칼텍스,전북 군산시 구암로 158 (구암동),063-442-5151,일반,
A0017628,전북 군산시,시청주유소,현대오일뱅크,전라북도 군산시  번영로 167 (조촌동),063-451-0907,일반,
A0017683,전북 군산시,SJ오일(주)골드주유소,GS칼텍스,전라북도 군산시  구암3.1로 161 (경암동),063-445-5151,셀프,
A0017541,전북 군산시,수정주유소,S-OIL,전북 군산시 조촌로 202 (경암동),063-445-8815,일반,
A0017690,전북 군산시,희망등대주유소,현대오일뱅크,전북 군산시 번영로 202 (조촌동),063-452-0930,일반,
A0017561,전북 군산시,형제주유소,현대오일뱅크,전북 군산시 강변로 204 (내흥동),063-445-4002,일반,
A0017669,전북 군산시,직영주유소,S-OIL,전라북도 군산시 옥산면 옥산로 154,063-471-5144,셀프,
A0017766,전북 군산시,월드컵주유소,GS칼텍스,전북 군산시 번영로 68 (경장동),063-445-9988,일반,
A0017629,전북 군산시,고래주유소,현대오일뱅크,전라북도 군산시  백릉로 37 (경암동),063-443-5189,일반,
A0017530,전북 군산시,골든벨주유소,GS칼텍스,전북 군산시 공단대로 90 (미장동),063-452-0100,셀프,
A0017576,전북 군산시,경장주유소,SK에너지,전북 군산시 번영로 112 (경장동),063-452-4257,일반,
A0017593,전북 군산시,삼오주유소,알뜰주유소,전북 군산시 진포로 201 (경암동),063-443-1311,일반,
A0017455,전북 군산시,신일주유소,SK에너지,전북 군산시 공단대로 67 (미장동),063-452-8506,일반,
A0017635,전북 군산시,현대주유소,SK에너지,전북 군산시 번영로 144 (경장동),063-452-9695,일반,
A0009379,전북 군산시,군산이마트셀프주유소,SK에너지,전라북도 군산시  구암3.1로 137 (경암동),063-472-1151,셀프,
A0017592,전북 군산시,해나지오주유소,S-OIL,전북 군산시 월명로 115 (지곡동),063-465-5185,일반,
A0017657,전북 군산시,(유)대박주유소,SK에너지,전북 군산시 옥산면 월명로 81,063-464-4648,일반,
A0017663,전북 군산시,(유)용명에너지 신흥주유소,현대오일뱅크,전라북도 군산시 월명로 408,063-446-5144,일반,
A0017697,전북 군산시,SK네트웍스(주)직영군산사랑주유소,SK에너지,전북 군산시 월명로 315 (수송동),063-462-6717,셀프,
A0017604,전북 군산시,행복날개주유소,SK에너지,전북 군산시 장미2길27,063-445-8190,일반,
A0017454,전북 군산시,수송주유소,GS칼텍스,전북 군산시 옥산면 월명로 58,063-466-0145,일반,
A0017517,전북 군산시,은혜주유소,S-OIL,전북 군산시 월명로 148 (수송동),063-442-5112,일반,
A0017715,전북 군산시,군산주유소,SK에너지,전라북도 군산시  중앙로 111 (중앙로2가),063-446-0051,일반,
A0017486,전북 군산시,팔마주유소,SK에너지,전북 군산시 해망로 182 (장미동),063-445-3401,일반,
A0017627,전북 군산시,스마일주유소,GS칼텍스,전라북도 군산시  공단대로 284 (수송동),063-461-1411,셀프,
A0004291,전북 군산시,중앙로주유소,알뜰주유소,전북 군산시 중앙로 188 (중앙로1가),063-446-5154,셀프,
A0017497,전북 군산시,성진제1주유소,GS칼텍스,전북 군산시 해망로 252 (장미동),063-442-6222,일반,
A0017546,전북 군산시,동진주유소,GS칼텍스,전북 군산시 미원로 57 (삼학동),063-468-5133,일반,
A0017548,전북 군산시,흥남주유소,S-OIL,전북 군산시 팔마로 104 (서흥남동),063-462-5180,셀프,
A0017479,전북 군산시,착한주유소,SK에너지,전라북도 군산시 해망로 370 (해망동),063-443-5146,셀프,
A0017692,전북 군산시,나운주유소,SK에너지,전북 군산시 공단대로 360 (나운동),063-461-6751,일반,
A0017539,전북 군산시,엑센트주유소,GS칼텍스,전북 군산시 대학로 191 (문화동),063-461-2631,일반,
A0017696,전북 군산시,SK네트웍스(주)직영 은파주유소,SK에너지,전북 군산시 대학로 426 (나운동),063-468-5147,셀프,
A0017609,전북 군산시,해와달주유소,GS칼텍스,전라북도 군산시  대학로 382 (나운동),063-467-6669,셀프,
A0002859,전북 군산시,사랑을 담는,현대오일뱅크,전라북도 군산시  해망로 580 (소룡동),010-9481-2201,셀프,
A0014556,전북 군산시,아리울주유소,현대오일뱅크,전라북도 군산시 공단대로 620 (소룡동),063-471-5182,셀프,
A0017671,전북 군산시,옥구농협주유소,NH-OIL,전라북도 군산시 옥구읍 옥구로 39,063-464-8819,일반,
A0017626,전북 군산시,착한7주유소,자가상표,전라북도 군산시  공단대로 567 (소룡동),063-462-5155,셀프,
A0017509,전북 군산시,미소주유소,S-OIL,전북 군산시 대학로 618,063-462-6146,일반,
A0017540,전북 군산시,중앙주유소,SK에너지,전북 군산시 공단대로 552 (소룡동),063-462-5144,일반,
A0017488,전북 군산시,대학로셀프주유소,SK에너지,전북 군산시 대학로 487 (미룡동),063-467-5113,셀프,
A0017640,전북 군산시,월명주유소,S-OIL,전북 군산시 해망로 517 (소룡동),063-465-2535,셀프,
A0017630,전북 군산시,남군산주유소,SK에너지,전라북도 군산시 옥구읍 상평로 16,063-442-4158,일반,
A0018270,전북 군산시,마룡주유소,GS칼텍스,전북 군산시 서수면 동군산로 1118,063-451-1112,일반,
A0017602,전북 군산시,서수주유소,SK에너지,전라북도 군산시 항쟁로 177(서수주유소),063-453-9800,일반,
A0017596,전북 군산시,하늘주유소,S-OIL,전북 군산시 서수면 함안로 431,063-451-8999,일반,
A0017614,전북 군산시,서울주유소,SK에너지,전북 군산시 서수면 동군산로 984,063-453-2600,일반,
A0028533,전북 군산시,동양주유소,현대오일뱅크,전북 군산시 임피면 동군산로 843,063-453-5148,일반,
A0017556,전북 군산시,풍년주유소,S-OIL,전북 군산시 임피면 항쟁로 46,063-453-7171,일반,
A0017647,전북 군산시,임피주유소,GS칼텍스,전북 군산시 임피면 서원석곡로 592,063-453-7777,일반,
A0017643,전북 군산시,대양주유소,GS칼텍스,전북 군산시 대야면 번영로 1321,063-451-2815,일반,
A0023697,전북 군산시,호원대입구주유소,현대오일뱅크,전북 군산시 대야면 번영로 1238,063-451-6359,일반,
A0017712,전북 군산시,군산무안주유소충전소,알뜰(ex),전라북도 군산시 서해안고속도로 141,063-453-5763,셀프,
A0017676,전북 군산시,동군산농협나포주유소,현대오일뱅크,전북 군산시 나포면 십자들로 622,063-453-8043,일반,
A0017538,전북 군산시,군옥주유소,자가상표,전북 군산시 대야면 만경로 1648,063-451-5551,일반,
A0017518,전북 군산시,동영주유소,S-OIL,전북 군산시 성산면 동군산로 467,063-453-5134,일반,
A0017471,전북 군산시,동군산셀프주유소,현대오일뱅크,전라북도 군산시 대야면 만경로 1767,063-451-8878,셀프,
A0017505,전북 군산시,삼아주유소,S-OIL,전북 군산시 대야면 번영로 955,063-451-2464,일반,
A0033054,전북 군산시,(유)로또에너지,S-OIL,전북 군산시 외항로 223 (산북동),063-471-8300,셀프,
A0018326,전북 익산시,영화주유소,현대오일뱅크,전북 익산시 성당면 성당로 443,063-861-6067,일반,
A0018649,전북 익산시,백호주유소,자가상표,전라북도 익산시 오산면 학곤로 198,063-842-4051,일반,
A0018552,전북 익산시,하나주유소,S-OIL,전북 익산시 함라면 함안로 502,063-856-0888,일반,
A0018640,전북 익산시,장신주유소,GS칼텍스,전북 익산시 오산면 항쟁로 286,063-857-3400,일반,
A0018298,전북 익산시,벚꽃주유소,GS칼텍스,전북 익산시 무왕로2길 122 (목천동),063-851-4848,일반,
A0018642,전북 익산시,웅포주유소,자가상표,전북 익산시 웅포면 강변로 783,063-862-4700,일반,
A0018684,전북 익산시,서익산농협주유소,NH-OIL,전라북도 익산시 함라면 함라2길 2,063-856-9928,일반,
A0018595,전북 익산시,조은주유소,알뜰주유소,전북 익산시 함라면 칠목재로 2,063-841-5189,일반,
A0018643,전북 익산시,전군주유소,SK에너지,전북 익산시 오산면 번영로 1534,063-842-9211,일반,
A0018435,전북 익산시,정직한주유소,GS칼텍스,전북 익산시 익산대로 90 (평화동),063-855-2266,일반,
A0018269,전북 익산시,단비주유소,GS칼텍스,전북 익산시 황등면 익산대로 1126,063-856-4731,일반,
A0018538,전북 익산시,미소주유소,현대오일뱅크,전라북도 익산시  익산대로 121 (창인동2가),063-854-5179,일반,
A0018426,전북 익산시,인화주유소,SK에너지,전북 익산시 목천로 231 (인화동1가),063-853-8387,일반,
A0018346,전북 익산시,로또주유소,SK에너지,전라북도 익산시  동서로 114 (모현동2가),063-842-9123,일반,
A0018407,전북 익산시,모현주유소,S-OIL,전북 익산시 무왕로 806,063-857-0333,셀프,
A0009941,전북 익산시,공열주유소,현대오일뱅크,전북 익산시 황등면 황등로 22,063-856-5577,일반,
A0018670,전북 익산시,사계절주유소,SK에너지,전북 익산시 익산대로 242,063-841-5152,셀프,
A0014640,전북 익산시,SK바다주유소,SK에너지,전라북도 익산시  무왕로 821 (신동),063-853-4689,셀프,
A0018688,전북 익산시,원창재단 화동주유소,현대오일뱅크,전라북도 익산시 무왕로 822(신동),063-842-7771,셀프,
A0018613,전북 익산시,배산주유소,현대오일뱅크,전라북도 익산시  동서로 147 (모현동2가),063-843-0514,셀프,
A0018267,전북 익산시,태광주유소,SK에너지,전북 익산시 함열읍 익산대로 1251,063-831-5182,일반,
A0018336,전북 익산시,세진주유소,GS칼텍스,전북 익산시 인북로 52 (인화동1가),063-854-7388,일반,
A0018603,전북 익산시,행운주유소,S-OIL,전라북도 익산시  익산대로 292 (남중동),063-854-3211,일반,
A0017461,전북 익산시,싱글벙글주유소,GS칼텍스, 전라북도 익산시 익산대로 343,063-838-5152,셀프,
A0018422,전북 익산시,북일주유소,SK에너지,전북 익산시 신동로 2 (신동),063-857-5001,일반,
A0022500,전북 익산시,싼6주유소,현대오일뱅크,전북 익산시 함열읍 익산대로 1287,063-832-2323,일반,
A0018319,전북 익산시,율촌주유소,S-OIL,전북 익산시 황등면 황금로 124,063-851-4300,일반,
A0018614,전북 익산시,착한11주유소,자가상표,전라북도 익산시  목천로 128 (목천동),063-854-5104,일반,
A0018615,전북 익산시,구도일주유소배산공원,S-OIL,전라북도 익산시 동서로 30 (모현동2가),063-852-0051,일반,
A0018598,전북 익산시,송학주유소,S-OIL,전북 익산시 고현로 27 (송학동),063-842-5555,셀프,
A0018587,전북 익산시,클린주유소,GS칼텍스,전라북도 익산시  무왕로 749-14 (현영동),063-853-2992,일반,
A0018488,전북 익산시,와초주유소,S-OIL,전북 익산시 성당면 함낭로 303-1,063-862-7001,일반,
A0018317,전북 익산시,신광주유소,GS칼텍스,전북 익산시 황등면 황등로 216,063-856-5514,일반,
A0018704,전북 익산시,무궁화주유소,SK에너지,전북 익산시 선화로 120 (모현동1가),063-842-1116,일반,
A0017531,전북 익산시,세계주유소,GS칼텍스,전북 익산시 번영로 2031-2 (목천동),063-851-4838,일반,
A0018678,전북 익산시,황등농협주유소,NH-OIL,전북 익산시 황등면 황등서로 148,063-857-7030,일반,
A0018617,전북 익산시,목천주유소,SK에너지,전북 익산시 번영로 2054 (목천동),063-855-4721,일반,
A0018545,전북 익산시,한솔주유소,SK에너지,전북 익산시 목천로 34 (목천동),063-854-5182,일반,
A0018383,전북 익산시,대선주유소,알뜰주유소,전북 익산시 성당면 함낭로 222,063-861-6185,일반,
A0017887,전북 익산시,금성주유소,자가상표,전북 익산시 목천로 72 (목천동),063-837-0688,일반,
A0018282,전북 익산시,새일주유소,GS칼텍스,전북 익산시 군익로 451 (송학동),063-854-3461,일반,
A0018375,전북 익산시,동산주유소,S-OIL,전북 익산시 목천로 262 (인화동1가),063-858-5183,일반,
A0018259,전북 익산시,세종2주유소,S-OIL,전북 익산시 익산대로 573-1 (신용동),063-843-0088,셀프,
A0018706,전북 익산시,현대오일뱅크(주) 보석주유소,현대오일뱅크,전라북도 익산시  익산대로 566-6 (신용동),063-851-8289,일반,
A0014550,전북 익산시,대웅주유소,GS칼텍스,전북 익산시 주현로 54,063-855-5182,일반,
A0018352,전북 익산시,직영주유소,현대오일뱅크,전북 익산시 서동로 45 (인화동2가),063-855-1133,셀프,
A0002217,전북 익산시,동일주유소,GS칼텍스,전북 익산시 평동로 714(동산동),063-855-5100,셀프,
A0018316,전북 익산시,형제주유소,GS칼텍스,전라북도 익산시  익산대로 620 (신용동),063-853-5189,일반,
A0018469,전북 익산시,행복주유소,SK에너지,전북 익산시 평동로 722 (동산동),063-858-3399,일반,
A0018448,전북 익산시,아침햇살주유소,S-OIL,전라북도 익산시  중앙로 114 (마동),063-858-5188,일반,
A0018637,전북 익산시,구도일주유소삼성,S-OIL,전북 익산시 선화로 265 (남중동),063-842-6877,셀프,
A0014562,전북 익산시,용안주유소,SK에너지,전북 익산시 용안면 중창길 3-14,063-861-4421,일반,
A0018599,전북 익산시,대원주유소,GS칼텍스,전북 익산시 인북로 321 (신동),063-857-2800,일반,
A0018564,전북 익산시,이화주유소,S-OIL,전라북도 익산시 함열읍 익산대로 1418-1,063-882-1557,일반,
A0018862,전북 익산시,다이어트셀프주유소,현대오일뱅크,전라북도 익산시 인북로 360,063-851-0743,셀프,
A0027046,전북 익산시,미스두바이직영주유소,S-OIL,전라북도 익산시  인북로66길 2 (신동),063-851-5114,셀프,
A0018633,전북 익산시,새한주유소(SK),SK에너지,전북 익산시 무왕로 943 (신동),063-855-3380,일반,
A0018345,전북 익산시,참빛주유소,NC오일,전북 익산시 함열읍 익산대로 1571,063-862-8282,일반,
A0018509,전북 익산시,골드주유소,S-OIL,전북 익산시 고봉로 105 (마동),063-837-5189,일반,
A0018472,전북 익산시,신바람주유소,자가상표,전북 익산시 무왕로 961 (신동),063-851-7127,일반,
A0018465,전북 익산시,송산주유소,GS칼텍스,전북 익산시 용안면 익산대로 2024,063-862-0257,일반,
A0018277,전북 익산시,동이리주유소,현대오일뱅크,전북 익산시 평동로 796  (동산동),063-851-8251,일반,
A0018442,전북 익산시,대성주유소,GS칼텍스,전북 익산시 서동로 144 (마동),063-857-6100,일반,
A0018668,전북 익산시,(유)익산주유소,GS칼텍스,전북 익산시 함열읍 익산대로 1723,063-861-1720,일반,
A0018254,전북 익산시,서동주유소,S-OIL,전라북도 익산시 서동로 165 (마동),063-853-9980,셀프,
A0018449,전북 익산시,삼호주유소,자가상표,전북 익산시 동천로5길 23 (동산동),063-857-5185,일반,
A0018630,전북 익산시,(현대)일광주유소,현대오일뱅크,전북 익산시 함열읍 익산대로 1830,063-861-7976,일반,
A0018456,전북 익산시,보람주유소,GS칼텍스,전북 익산시 고봉로 236 (영등동),063-857-5100,일반,
A0018354,전북 익산시,그린주유소,GS칼텍스,전북 익산시 선화로 361 (영등동),063-852-1564,일반,
A0018440,전북 익산시,익산백제주유소,현대오일뱅크,전북 익산시 고봉로 253  (영등동),063-843-2323,일반,
A0018681,전북 익산시,북익산농협주유소,NH-OIL,전북 익산시 함열읍 익산대로 1762,063-861-4909,일반,
A0018413,전북 익산시,현대주유소,현대오일뱅크,전북 익산시 함열읍 미륵사지로 1279,063-862-5151,일반,
A0018343,전북 익산시,강남주유소,S-OIL,전라북도 익산시  서동로 280 (신흥동),063-836-8787,셀프,
A0018463,전북 익산시,싼5주유소,현대오일뱅크,전북 익산시 무왕로 1115 (영등동),063-852-5151,셀프,
A0018333,전북 익산시,문화주유소,현대오일뱅크,전북 익산시 삼기면 황금로 469,063-858-3336,일반,
A0018274,전북 익산시,토다리주유소,NC오일,전북 익산시 춘포면 춘포로 114,063-842-8100,일반,
A0018597,전북 익산시,국민주유소,GS칼텍스,전라북도 익산시  하나로 268 (신흥동),063-832-0051,일반,
A0018677,전북 익산시,익산농협팔봉지점,NH-OIL,전북 익산시 무왕로 1400-5 (팔봉동),063-834-3000,일반,
A0018491,전북 익산시,빵빵주유소,SK에너지,전라북도 익산시  서동로340길  빵빵주유소,063-833-6060,일반,
A0018384,전북 익산시,석촌주유소,S-OIL,전북 익산시 낭산면 미륵사지로 1030,063-861-7888,일반,
A0018750,전북 익산시,한신주유소,SK에너지,전라북도 익산시  선화로 516 (신흥동),063-835-6000,일반,
A0001059,전북 익산시,만땅주유소,자가상표,전북 익산시 낭산면 함낭로 709,063-861-4777,일반,
A0018557,전북 익산시,대로주유소,GS칼텍스,전북 익산시 무왕로 1178,063-835-5177,일반,
A0018574,전북 익산시,자이주유소,자가상표,전북 익산시 동서로 500 (어양동),063-833-5140,일반,
A0018705,전북 익산시,엔크린주유소,SK에너지,전북 익산시 약촌로 162 (영등동),063-833-6064,일반,
A0018452,전북 익산시,안전주유소,자가상표,전북 익산시 춘포로 6 (금강동),063-853-5104,일반,
A0022550,전북 익산시,착한6주유소,자가상표,전라북도 익산시 서동로 256,063-838-8202,일반,
A0014592,전북 익산시,특별한 주유소,SK에너지,전북 익산시 하나로 28 (금강동),063-831-8989,일반,
A0018568,전북 익산시,예스예스주유소,SK에너지,전라북도 익산시 하나로 633 (임상동),063-838-2117,일반,
A0018500,전북 익산시,다경주유소,SK에너지,전북 익산시 서동로 266 (신흥동),063-838-5149,셀프,
A0018636,전북 익산시,금오주유소,SK에너지,전북 익산시 하나로 109 (금강동),063-842-7271,일반,
A0018418,전북 익산시,동아주유소,SK에너지,전북 익산시 선화로 655 (부송동),063-833-6244,일반,
A0018579,전북 익산시,무왕주유소,S-OIL,전북 익산시 삼기면 황금로 666,063-837-0089,셀프,
A0018540,전북 익산시,부송주유소,GS칼텍스,전북 익산시 무왕로 1277 (부송동),063-856-5123,일반,
A0017758,전북 익산시,현대공단주유소,현대오일뱅크,전라북도 익산시  석암로 68 (용제동),063-835-5156,일반,
A0018585,전북 익산시,대장주유소,알뜰주유소,전북 익산시 춘포면 춘포로 303,063-856-3235,일반,
A0018730,전북 익산시,페트로앰엔에스(주)네트웍사업부,GS칼텍스,전라북도 익산시  석암로 122 (용제동),063-834-5000,일반,
A0018729,전북 익산시,해외관광주유소,S-OIL,전라북도 익산시  석암로 142 (석암동),063-836-5182,셀프,
A0018702,전북 익산시,이리주유소,SK에너지,전북 익산시 무왕로 1350 (팔봉동),063-835-3131,일반,
A0017588,전북 익산시,기쁨주유소,S-OIL,전라북도 익산시 용동면 익산대로 2533,063-861-9555,일반,
A0022488,전북 익산시,연세주유소,GS칼텍스,전북 익산시 부송로 33 (어양동),063-835-5100,셀프,
A0018301,전북 익산시,훼미리주유소,GS칼텍스,전라북도 익산시  무왕로 1223 (부송동),063-833-5151,셀프,
A0018647,전북 익산시,동양주유소,현대오일뱅크,전북 익산시 망성면 익산대로 2572,063-861-8844,일반,
A0018573,전북 익산시,행복한주유소,현대오일뱅크,전북 익산시 선화로 601 (어양동),063-835-5154,일반,
A0018358,전북 익산시,용동주유소,S-OIL,전북 익산시 용동면 용동1길 87-3,063-862-4028,일반,
A0018327,전북 익산시,하늘주유소,GS칼텍스,전북 익산시 서동로 444 (신흥동),063-832-5151,일반,
A0018697,전북 익산시,현대오일뱅크(주)익산현대,현대오일뱅크,전북 익산시 무왕로 1774,063-835-7017,일반,
A0018626,전북 익산시,마한주유소,S-OIL,전북 익산시 금마면 미륵사지로 121,063-836-8596,일반,
A0018651,전북 익산시,금마제일주유소,알뜰주유소,전북 익산시 금마면 무왕로 1824,063-836-6463,셀프,
A0018280,전북 익산시,솜리주유소,GS칼텍스,전북 익산시 금마면 미륵사지로 80,063-835-2211,일반,
A0018622,전북 익산시,물줄주유소,SK에너지,전북 익산시 춘포면 궁성로 267,063-832-4114,일반,
A0018256,전북 익산시,OK주유소,S-OIL,전라북도 익산시 무왕로 1703,063-833-5150,셀프,
A0018721,전북 익산시,(유)동원제2주유소,SK에너지,전북 익산시 무왕로 1700 (덕기동),063-838-5101,일반,
A0018658,전북 익산시,유한회사동원주유소,GS칼텍스,전북 익산시 무왕로 1721 (덕기동),063-833-0001,일반,
A0018308,전북 익산시,생수주유소,SK에너지,전북 익산시 무왕로 1763 (덕기동),063-831-8551,셀프,
A0018290,전북 익산시,하림제일주유소,S-OIL,전북 익산시 낭산면 석천리690-3,063-862-7177,일반,
A0018619,전북 익산시,대동주유소,S-OIL,전라북도 익산시  무왕로 1618 (덕기동),063-832-3555,셀프,
A0018673,전북 익산시,예은에너지(주),SK에너지,전북 익산시 낭산면 함낭로 1151,063-861-4455,셀프,
A0033053,전북 익산시,망성농협주유소,NH-OIL,전라북도 익산시 망성면 무네미길 88,063-862-0300,일반,
A0018300,전북 익산시,대광주유소,SK에너지,전북 익산시 무왕로 1474 (팔봉동),063-831-6200,일반,
A0018547,전북 익산시,믿음주유소,자가상표,전북 익산시 춘포면 춘포로 472,063-853-9995,일반,
A0018348,전북 익산시,대현주유소,SK에너지,전라북도 익산시 춘포면 석암로 310,063-831-5186,일반,
A0018639,전북 익산시,동방주유소,SK에너지,전북 익산시 망성면 무네미길 112,063-861-2341,일반,
A0018553,전북 익산시,곰솔주유소,현대오일뱅크,전라북도 익산시 여강로 1103,063-861-3385,일반,
A0018623,전북 익산시,서광주유소,GS칼텍스,전북 익산시 무왕로 1531,063-833-0336,일반,
A0017799,전북 익산시,굿모닝주유소,SK에너지,전북 익산시 석암로 180 (석암동),063-834-5140,일반,
A0018607,전북 익산시,삼기주유소,SK에너지,전북 익산시 삼기면 미륵사지로 620,063-858-1114,일반,
A0018268,전북 익산시,석암주유소,S-OIL,전북 익산시 석암로 248 (석암동),063-832-5189,일반,
A0018455,전북 익산시,여산천호주유소,자가상표,전북 익산시 여산면 가람로 174,063-834-7711,일반,
A0010186,전북 익산시,명성주유소,S-OIL,전라북도 익산시 여산면 가람로 60,063-832-5291,일반,
A0018385,전북 익산시,여산주유소,GS칼텍스,전북 익산시 여산면 호남로 1428-10,063-836-5153,일반,
A0018632,전북 익산시,대영주유소,GS칼텍스,전북 익산시 여산면 가람로 398,063-836-8030,일반,
A0018340,전북 익산시,흥암주유소,현대오일뱅크,전북 익산시 왕궁면 왕궁로 494,063-832-4617,일반,
A0018275,전북 익산시,역터주유소,SK에너지,전북 익산시 왕궁면 호남로 1084,063-836-8533,일반,
A0018621,전북 익산시,시온주유소,S-OIL,전북 익산시 왕궁면 왕궁로 135,063-291-5100,일반,
A0018584,전북 익산시,하림주유소,S-OIL,전북 익산시 여산면 여강로 231,063-836-9774,일반,
A0018631,전북 익산시,숲정이주유소,현대오일뱅크,전북 익산시 여산면 여강로 327,063-836-5704,셀프,
A0018616,전북 익산시,풍차주유소,SK에너지,전라북도 익산시 금마면 고도길 150,063-834-7983,일반,
A0022643,전북 익산시,장춘주유소,현대오일뱅크,전북 익산시 춘포면 궁성로 104,063-291-3344,일반,
A0018137,전북 익산시,사금주유소,GS칼텍스,전북 익산시 춘포면 궁성로 86,063-291-1010,일반,
A0018480,전북 익산시,금마주유소,SK에너지,전북 익산시 금마면 무왕로 1902,063-836-8282,일반,
A0018666,전북 익산시,여산(하)주유소/충전소,알뜰(ex),전북 익산시 여산면 호남고속도로 1671,063-836-5246,일반,
A0018555,전북 익산시,만남의주유소,SK에너지,전북 익산시 왕궁면 무왕로 2342,063-832-5567,일반,
A0018725,전북 익산시,우리유통여산(상)주유소/충전소,알뜰(ex),전라북도 익산시 여산면 호남고속도로 1636,063-836-5272,일반,
A0018417,전북 익산시,왕궁주유소,현대오일뱅크,전북 익산시 왕궁면 무왕로 2305,063-834-5135,일반,
A0018289,전북 남원시,아성주유소,S-OIL,전북 남원시 요천로 1278 (조산동),063-626-2022,일반,
A0019213,전북 남원시,오리정주유소,GS칼텍스,전북 남원시 춘향로 824,063-634-8784,일반,
A0019297,전북 남원시,춘향주유소,SK에너지,전북 남원시 사매면 춘향로 735,063-634-8683,일반,
A0019343,전북 남원시,SK셀프남부주유소,SK에너지,전라북도 남원시 요천로 1325,063-625-2132,셀프,
A0019185,전북 남원시,왕정주유소,GS칼텍스,전북 남원시 남문로 359 (왕정동),063-625-3841,일반,
A0019371,전북 남원시,남원새마을금고주유소,현대오일뱅크,전라북도 남원시 서문로 56,063-635-5182,셀프,
A0019200,전북 남원시,한일주유소,GS칼텍스,전북 남원시 조산길 3 (조산동),063-625-4075,일반,
A0019544,전북 남원시,오성주유소,S-OIL,전라북도 남원시 춘향로 370,063-632-9840,일반,
A0019179,전북 남원시,교룡주유소,SK에너지,전북 남원시 유천길 24 (향교동),063-626-8281,셀프,
A0019173,전북 남원시,솔밭주유소,현대오일뱅크,전북 남원시 덕과면 덕오로 386,063-625-5751,일반,
A0019368,전북 남원시,남원농협주유소,NH-OIL,전북 남원시 주생면 남문로 202,063-633-9101,일반,
A0019327,전북 남원시,노적봉주유소,GS칼텍스,전라북도 남원시 사매면 춘향로 999,063-635-4249,일반,
A0019306,전북 남원시,선경주유소,SK에너지,전북 남원시 덕과면 덕오로 245,063-626-5111,일반,
A0019207,전북 남원시,비룡주유소,GS칼텍스,전북 남원시 주생면 요천로 974,063-631-8433,일반,
A0019317,전북 남원시,서남원IC셀프주유소,SK에너지,전북 남원시 송동면 주송길 25,063-634-5151,셀프,
A0019367,전북 남원시,춘향골농업협동조합주유소,현대오일뱅크,전북 남원시 금지면 요천로 266,063-631-7800,일반,
A0019372,전북 남원시,현대오일뱅크금정주유소,현대오일뱅크,전북 남원시 금지면 요천로 552,063-635-1045,일반,
A0019314,전북 남원시,제일주유소,SK에너지,전북 남원시 주생면 요천로 715,063-631-8044,일반,
A0019363,전북 남원시,춘향골농협대강지점,NH-OIL,전북 남원시 대강면 섬진로 816,063-634-7806,일반,
A0019201,전북 남원시,운봉주유소,SK에너지,전북 남원시 운봉읍 황산로 1026,063-635-5151,일반,
A0019187,전북 남원시,대성주유소,GS칼텍스,전북 남원시 운봉읍 황산로 1055,063-634-0109,일반,
A0019209,전북 남원시,장안주유소,SK에너지,전북 남원시 주천면 정령치로 84,063-626-9090,일반,
A0019322,전북 남원시,하나주유소,자가상표,전북 남원시 주천면 산업로 2778,063-625-1639,일반,
A0019238,전북 남원시,주천주유소,현대오일뱅크,전북 남원시 주천면 쑥고개로 840,063-625-4123,일반,
A0010715,전북 남원시,현대주유소,자가상표,전북 남원시 주천면 원천로 404,063-626-5888,일반,
A0019163,전북 남원시,요천주유소(H),현대오일뱅크,전북 남원시 요천로 2226(식정동4-52),063-635-4000,일반,
A0019354,전북 남원시,주식회사월락현대주유소,현대오일뱅크,전라북도 남원시 낙현안길 4(월락동),063-631-5155,셀프,
A0019190,전북 남원시,용담주유소,S-OIL,전북 남원시 주천면 원천로 168-14,063-626-5188,일반,
A0019347,전북 남원시,남일주유소,SK에너지,전북 남원시 요천로 1931 (고죽동),063-626-0333,일반,
A0000706,전북 남원시,남원이백주유소,SK에너지,전라북도 남원시 산업로 3272,063-635-5185,일반,
A0019234,전북 남원시,지리산주유소,GS칼텍스,전북 남원시 춘향로 95 (향교동),063-625-3311,일반,
A0019206,전북 남원시,우리주유소,SK에너지,전북 남원시 충정로 245 (월락동),063-635-5200,일반,
A0019324,전북 남원시,신촌주유소,현대오일뱅크,전라북도 남원시  원천로 45 (신촌동),063-631-2121,일반,
A0019302,전북 남원시,중앙주유소,GS칼텍스,전라북도 남원시 보절면 보산로 528,063-634-5188,일반,
A0019229,전북 남원시,SK하늘셀프주유소,SK에너지,전북 남원시 요천로 1754 (월락동),063-633-5189,셀프,
A0019224,전북 남원시,부영주유소,GS칼텍스,전북 남원시 요천로 1780 (월락동),063-631-2021,일반,
A0019323,전북 남원시,노암주유소,S-OIL,전라북도 남원시  노송로 1252 (노암동),063-625-9700,일반,
A0019353,전북 남원시,SK남원주유소,SK에너지,전라북도 남원시  광한서로 87 (하정동),063-632-5189,일반,
A0009554,전북 남원시,광장주유소,현대오일뱅크,전라북도 남원시 춘향로 294 (용정동),063-634-3456,일반,
A0021078,전북 남원시,서남주유소,GS칼텍스,전북 남원시 춘향로 300,063-635-6114,일반,
A0019319,전북 남원시,대통령주유소,S-OIL,전라북도 남원시 춘향로 266,063-633-1231,일반,
